school_year,num_of_sems,country,university,department
2014,2,Canada,University of Toronto,Department of Public Health
2014,1,Australia,The University of Melbourne,Department of Forestry and Resource Conservation
2014,1,Sweden,Linköping University,Department of Information Management
2014,1,UK,University of Sussex,Department of Finance
2014,2,Thailand,Chulalongkorn University,Department of Philosophy
2014,1,Japan,Osaka University,Department of Accounting
2014,2,Denmark,University of Copenhagen,Department of Forestry and Resource Conservation
2014,1,UK,University of Manchester,Department of International Business
2014,2,UK,University of Sussex,Department of International Business
2014,2,Sweden,Linköping University,Department of Engineering Science and Ocean Engineering
2014,2,US,University of California,Department of Psychology
2014,1,Sweden,Linköping University,Department of International Business
2014,2,Japan,Akita International University,Department of Business Administration
2014,1,Netherlands,University of Groningen,Department of Finance
2014,1,Netherlands,Maastricht University,Department of Business Administration
2014,1,South Korea,Korea University,Department of Political Science
2014,2,US,University of California,Department of Business Administration
2014,2,South Korea,Ewha Womans University,Department of Horticultural Science
2014,2,US,Temple University,Department of Foreign Languages and Literatures
2014,1,Netherlands,University of Groningen,Department of Business Administration
2014,1,US,North Carolina State University (NC State),Department of Political Science
2014,2,Japan,Kwansei Gakuin University,Department of Foreign Languages and Literatures
2014,1,Canada,University of Victoria,Department of Forestry and Resource Conservation
2014,1,US,State University of New York at Albany,Department of Political Science
2014,1,Australia,The University of New South Wales,Department of Civil Engineering
2014,2,US,Temple University,Department of International Business
2014,1,Canada,Simon Fraser University (SFU),Department of Mathematics
2014,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of International Business
2014,2,US,North Carolina State University (NC State),Department of Business Administration
2014,1,Canada,The University of British Columbia (UBC),Department of Economics
2014,2,South Korea,Seoul National University,Department of Psychology
2014,2,US,University of Hawai‘i at Mānoa (UHM),Department of Psychology
2014,2,Canada,The University of British Columbia (UBC),Department of Foreign Languages and Literatures
2014,1,US,Arizona State University,Department of Anthropology
2014,1,Japan,Nagoya University of Foreign Studies,Department of Foreign Languages and Literatures
2014,1,Hong Kong,The Hong Kong Polytechnic University,Department of International Business
2014,1,Spain,Technical University of Madrid,Department of Computer Science and Information Engineering
2014,2,US,University of California,Department of Business Administration
2014,1,Singapore,Nanyang Technological University,Department of Political Science
2014,1,Thailand,Chulalongkorn University,Department of Political Science
2014,2,Turkey,Koç University,Department of International Business
2014,2,Canada,The University of British Columbia (UBC),Department of Life Science
2014,1,US,Arizona State University,Department of Business Administration
2014,2,Netherlands,University of Groningen,Department of Chemical Engineering
2014,2,Japan,Tokyo University of Foreign Studies,Department of Law
2014,1,Canada,University of Victoria,Department of Foreign Languages and Literatures
2014,2,Sweden,Umeå University,Department of Business Administration
2014,2,Canada,University of Waterloo,Department of Computer Science and Information Engineering
2014,2,Russia,Saint Petersburg State University,Department of Drama and Theatre
2014,2,Japan,Tokyo Gakugei University,Department of Physical Therapy
2014,2,UK,University of Sussex,Department of International Business
2014,1,Canada,Simon Fraser University (SFU),Department of Physical Therapy
2014,2,Japan,Akita International University,Department of Sociology
2014,1,New Zealand,The University of Auckland,Department of Medicine
2014,2,Singapore,Singapore Management University,Department of Information Management
2014,2,UK,University of Edinburgh,Department of Accounting
2014,2,US,State University of New York at Albany,Department of Economics
2014,2,Japan,Akita International University,Department of Horticultural Science
2014,2,Spain,Autonomous University of Barcelona,Department of Foreign Languages and Literatures
2014,1,South Korea,Sunchon National University,Department of Geography
2014,2,Hong Kong,The University of Hong Kong,Department of Business Administration
2014,1,US,University of Maryland (UMD),Department of Foreign Languages and Literatures
2014,2,South Korea,Korea University,Department of Drama and Theatre
2014,2,South Korea,Pusan National University,Department of International Business
2014,2,Japan,Kyushu University,Department of History
2014,1,Sweden,Umeå University,Department of Chinese Literature
2014,2,Japan,Yokohama National University,Department of Bio-Industry Communication and Development
2014,1,Japan,Nagoya University of Foreign Studies,Department of International Business
2014,1,Japan,Osaka University,Department of Veterinary Medicine
2014,1,Hong Kong,The Hong Kong Polytechnic University,Department of Electrical Engineering
2014,1,Japan,Kwansei Gakuin University,Department of History
2014,2,South Korea,Pusan National University,Department of Political Science
2014,1,US,State University of New York at Albany,Department of Political Science
2014,1,Singapore,Singapore Management University,Department of Finance
2014,2,Netherlands,University of Groningen,Department of Law
2014,2,Singapore,Singapore Management University,Department of Economics
2014,1,Japan,Nagoya University of Foreign Studies,Department of Foreign Languages and Literatures
2014,1,Singapore,Nanyang Technological University,Department of Agricultural Economics
2014,2,Japan,Hokkaido University,Department of Political Science
2014,1,China,Chongqing University,Department of Library and Information Science
2014,2,Spain,Autonomous University of Barcelona,Department of Foreign Languages and Literatures
2014,2,Hong Kong,The Chinese University of Hong Kong,Department of Economics
2014,1,Japan,Tokyo Institute of Technology,Department of Computer Science and Information Engineering
2014,2,Japan,Hokkaido University,Department of Business Administration
2014,1,Latvia,University of Latvia,Department of Political Science
2014,2,US,State University of New York at Albany,Department of Sociology
2014,2,Japan,Akita International University,Department of Political Science
2014,2,Canada,University of Victoria,Department of Bio-Industry Communication and Development
2014,2,South Korea,Yonsei University,Department of International Business
2014,1,US,The California State University (CSU),Department of Economics
2014,1,Germany,University of Tubingen,Department of Political Science
2014,2,UK,University of Edinburgh,Department of International Business
2014,1,US,University of Hawai‘i at Mānoa (UHM),Department of Atmospheric Sciences
2014,2,Japan,University of the Ryukyus,Department of Psychology
2014,2,Canada,The University of British Columbia (UBC),Department of Mechanical Engineering
2014,1,Sweden,Linköping University,Department of Materials Science and Engineering
2014,2,US,University of California,Department of International Business
2014,1,Czechia,Charles University,Department of Political Science
2014,2,US,University of Oregon,Department of Foreign Languages and Literatures
2014,2,Sweden,Uppsala University,Department of Foreign Languages and Literatures
2014,2,Portugal,University of Porto,Department of Political Science
2014,2,Spain,Pompeu Fabra University,Department of Political Science
2014,2,US,The University of North Carolina at Chapel Hill (UNC),Department of Foreign Languages and Literatures
2014,1,Sweden,KTH Royal Institute of Technology,Department of Electrical Engineering
2014,1,Japan,University of Tsukuba,Department of International Business
2014,2,Singapore,Nanyang Technological University,Department of Business Administration
2014,2,Japan,Osaka University,Department of Economics
2014,2,Japan,Nagasaki University,Department of Political Science
2014,2,Spain,University of Salamanca,Department of Political Science
2014,1,Hong Kong,The Hong Kong Polytechnic University,Department of Library and Information Science
2014,2,Japan,Tokyo Institute of Technology,Department of Mechanical Engineering
2014,1,China,Xi'an Jiaotong University,Department of Accounting
2014,1,Japan,Tokyo Institute of Technology,Department of Geography
2014,2,Finland,University of Helsinki,Department of Economics
2014,1,Czechia,Charles University,Department of Political Science
2014,2,Canada,The University of British Columbia (UBC),Department of Life Science
2014,1,Singapore,National University of Singapore,Department of Foreign Languages and Literatures
2014,1,Australia,Griffith University,Department of Foreign Languages and Literatures
2014,2,Canada,Simon Fraser University (SFU),Department of Foreign Languages and Literatures
2014,2,France,EPF - Graduate School of Engineering,Department of Chemical Engineering
2014,2,US,The University of North Carolina at Chapel Hill (UNC),Department of Psychology
2014,2,Japan,Tohoku University,Department of Law
2014,2,Netherlands,University of Groningen,Department of Finance
2014,1,US,University of Hawai‘i at Mānoa (UHM),Department of Economics
2014,1,US,North Carolina State University (NC State),Department of Political Science
2014,2,South Korea,Sungkyunkwan University,Department of International Business
2014,2,US,State University of New York at Albany,Department of Foreign Languages and Literatures
2014,2,France,EPF - Graduate School of Engineering,Department of Physics
2014,2,Canada,Queen's University,Department of Finance
2014,2,Canada,University of Ottawa,Department of Anthropology
2014,1,China,Harbin Institute of Technology,Department of Medicine
2014,2,South Korea,Sungkyunkwan University,Department of International Business
2014,1,Netherlands,Utrecht University,Department of Business Administration
2014,1,Singapore,Singapore Management University,Department of Finance
2014,1,UK,University of Manchester,Department of Finance
2014,2,Spain,Autonomous University of Madrid,Department of Foreign Languages and Literatures
2014,2,Singapore,Nanyang Technological University,Department of International Business
2014,1,Singapore,Nanyang Technological University,Department of Life Science
2014,2,Japan,University of Tsukuba,Department of Political Science
2014,1,Hong Kong,The Chinese University of Hong Kong,Department of Foreign Languages and Literatures
2014,1,Germany,Ruhr-University Bochum,Department of International Business
2014,2,Spain,University of Salamanca,Department of Foreign Languages and Literatures
2014,2,Netherlands,University of Groningen,Department of Foreign Languages and Literatures
2014,2,Canada,The University of British Columbia (UBC),Department of Finance
2014,1,Australia,The University of New South Wales,Department of Information Management
2014,1,Switzerland,University of Lausanne,Department of Materials Science and Engineering
2014,1,Singapore,Singapore Management University,Department of International Business
2014,2,US,The California State University (CSU),Department of Forestry and Resource Conservation
2014,2,South Africa,Stellenbosch University,Department of Foreign Languages and Literatures
2014,2,Japan,Tokyo Gakugei University,Department of Physical Therapy
2014,1,US,University of Maryland (UMD),Department of Japanese Language and Literature
2014,2,US,University of California,Department of International Business
2014,1,US,Arizona State University,Department of Foreign Languages and Literatures
2014,2,Canada,University of Waterloo,Department of Electrical Engineering
2014,1,Hong Kong,City University of Hong Kong,Department of Accounting
2014,1,Japan,University of Tsukuba,Department of Philosophy
2014,1,Hong Kong,City University of Hong Kong,Department of Foreign Languages and Literatures
2014,1,US,Arizona State University,Department of Foreign Languages and Literatures
2014,1,Netherlands,University of Groningen,Department of Geosciences
2014,1,Sweden,Umeå University,Department of Economics
2014,2,Chile,Pontificia Universidad Católica de Chile,Department of Political Science
2014,1,Hong Kong,City University of Hong Kong,Department of Political Science
2014,2,US,The University of Oklahoma,Department of Horticultural Science
2014,1,Spain,Autonomous University of Barcelona,Department of Public Health
2014,1,Sweden,Lund University,Department of Electrical Engineering
2014,1,Germany,University of Tubingen,Department of International Business
2014,2,US,University of California,Department of Business Administration
2014,1,China,Xi'an Jiaotong University,Department of Electrical Engineering
2014,1,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2014,1,Australia,Deakin University,Department of Library and Information Science
2014,2,France,University of Rennes 1,Department of Foreign Languages and Literatures
2014,2,France,MINES ParisTech,Department of Electrical Engineering
2014,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2014,1,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2014,2,France,Lille Catholic University,Department of Political Science
2014,1,France,Lille Catholic University,Department of International Business
2014,2,Belgium,Université Libre de Bruxelles,Department of Foreign Languages and Literatures
2014,2,France,Lille Catholic University,Department of Agronomy
2014,2,France,MINES ParisTech,Department of Electrical Engineering
2014,2,France,Sorbonne Paris North University,Department of Mathematics
2014,2,France,University of Paris Ouest - Nanterre La Défense,Department of History
2014,1,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2014,1,France,University of Rennes 1,Department of International Business
2014,2,Singapore,Singapore Management University,Department of Bio-Industry Communication and Development
2014,2,France,University of Rennes 1,Department of Foreign Languages and Literatures
2014,2,France,University Jean Moulin - Lyon 3,Department of History
2014,1,France,University of Rennes 1,Department of International Business
2014,2,France,Lille Catholic University,Department of Psychology
2014,2,France,Lille Catholic University,Department of Veterinary Medicine
2014,1,France,University of Technology of Troyes (UTT),Department of Geosciences
2014,2,Germany,Humboldt-University Berlin,Department of Biochemical Science and Technology
2014,1,Germany,Humboldt-University Berlin,Department of International Business
2014,1,Germany,Ludwig Maximilian University of Munich,Department of Law
2014,1,Germany,Technical University of Munich,Department of Business Administration
2014,2,Switzerland,University of St. Gallen,Department of International Business
2014,2,Germany,University of Stuttgart,Department of Pharmacy
2014,2,Germany,University of Hamburg,Department of Foreign Languages and Literatures
2014,2,Germany,Ruhr-University Bochum,Department of Chemical Engineering
2014,2,Germany,Free University of Berlin,Department of Economics
2014,2,Germany,University of Freiburg,Department of Geography
2014,2,Germany,Karlsruhe Institute of Technology,Department of Finance
2014,2,Germany,Ruhr-University Bochum,Department of Mechanical Engineering
2014,1,Germany,University of Stuttgart,Department of International Business
2014,2,Austria,Johannes Kepler University of Linz,Department of International Business
2014,2,Austria,Johannes Kepler University of Linz,Department of International Business
2014,2,Germany,University of Bonn,Department of Law
2014,1,Germany,Humboldt-University Berlin,Department of International Business
2014,2,Germany,University of Mannheim,Department of International Business
2014,2,Germany,RWTH Aachen University,Department of Bioenvironmental Systems Engineering
2014,1,Germany,University of Mannheim,Department of Finance
2014,2,Germany,Technical University of Berlin,Department of Business Administration
2014,2,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Foreign Languages and Literatures
2014,1,Germany,University of Stuttgart,Department of Law
2014,1,Germany,University of Mannheim,Department of Economics
2014,2,Germany,Ludwig Maximilian University of Munich,Department of Foreign Languages and Literatures
2014,2,Germany,TU Dortmund University,Department of Economics
2014,2,Austria,University of Vienna,Department of Foreign Languages and Literatures
2014,1,Germany,Ludwig Maximilian University of Munich,Department of Electrical Engineering
2014,2,Austria,University of Vienna,Department of Foreign Languages and Literatures
2014,2,Germany,Technical University of Munich,Department of Business Administration
2014,1,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Foreign Languages and Literatures
2014,1,Germany,Ruhr-University Bochum,Department of Political Science
2014,1,Germany,University of Mannheim,Department of Political Science
2014,1,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Public Health
2014,2,Germany,Ruhr-University Bochum,Department of Chemical Engineering
2014,2,Germany,RWTH Aachen University,Department of Chemical Engineering
2014,2,Switzerland,University of St. Gallen,Department of Finance
2014,1,Germany,Ruhr-University Bochum,Department of Philosophy
2014,1,Germany,University of Hamburg,Department of Business Administration
2014,2,Japan,Kyoto University,Department of Japanese Language and Literature
2014,1,Japan,Doshisha University,Department of Social Work
2014,2,Japan,Nagoya University of Foreign Studies,Department of Philosophy
2014,2,Japan,Waseda University,Department of Japanese Language and Literature
2014,2,Japan,Doshisha University,Department of Japanese Language and Literature
2014,2,Japan,Kyushu University,Department of Japanese Language and Literature
2014,2,Japan,University of the Ryukyus,Department of International Business
2014,2,Japan,Aoyama Gakuin University,Department of Japanese Language and Literature
2014,2,Japan,Hokkaido University,Department of Japanese Language and Literature
2014,1,Japan,Kanagawa University,Department of Japanese Language and Literature
2014,2,Japan,Tokyo Gakugei University,Department of Political Science
2014,1,Japan,Kobe University,Department of Japanese Language and Literature
2014,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2014,2,Japan,Nagoya University,Department of Japanese Language and Literature
2014,1,Japan,Doshisha University,Department of Japanese Language and Literature
2014,1,China,Xiamen University,Department of Japanese Language and Literature
2014,2,Japan,Soka University,Department of Japanese Language and Literature
2014,2,Japan,Tohoku University,Department of Agricultural Economics
2014,2,Japan,Nihon University,Department of Japanese Language and Literature
2014,1,Japan,Tokyo Institute of Technology,Department of Computer Science and Information Engineering
2014,2,Japan,Nagoya University of Foreign Studies,Department of Japanese Language and Literature
2014,1,Japan,Kansai University,Department of Finance
2014,2,Japan,Yokohama National University,Department of Japanese Language and Literature
2014,2,Japan,Aoyama Gakuin University,Department of Economics
2014,2,Japan,Kanazawa University,Department of Japanese Language and Literature
2014,2,Japan,Nagoya University,Department of Japanese Language and Literature
2014,2,Japan,Nagasaki University,Department of Computer Science and Information Engineering
2014,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2014,2,Japan,Soka University,Department of Japanese Language and Literature
2014,1,Japan,Doshisha University,Department of Japanese Language and Literature
2014,2,Japan,Sophia University,Department of Japanese Language and Literature
2014,2,Japan,Doshisha University,Department of Japanese Language and Literature
2014,2,Japan,Nihon University,Department of Foreign Languages and Literatures
2014,1,Japan,Kobe University,Department of Finance
2014,2,China,Tsinghua University,Department of Political Science
2014,1,China,Lanzhou University,Department of Anthropology
2014,1,China,Peking University,Department of Bio-Industry Communication and Development
2014,1,China,Peking University,Department of Geosciences
2014,1,China,Peking University,Department of Accounting
2014,1,China,China Agricultural University,Department of Political Science
2014,1,China,Sun Yat-sen University,Department of Economics
2014,1,China,Xiamen University,Department of International Business
2014,1,China,Renmin University of China,Department of Political Science
2014,1,China,Peking University,Department of International Business
2014,1,China,Peking University,Department of Accounting
2014,1,China,Xi'an Jiaotong University,Department of Agricultural Chemistry
2014,1,China,Peking University,Department of History
2014,1,China,Peking University,Department of International Business
2014,1,China,Fudan University,Department of Life Science
2014,1,China,Renmin University of China,Department of Social Work
2014,1,China,Beijing Normal University,Department of Economics
2014,1,China,Peking University,Department of History
2014,1,China,Sichuan University,Department of International Business
2014,2,China,Shandong University,Department of Economics
2014,1,China,Tianjin University,Department of Civil Engineering
2014,1,China,Tianjin University,Department of Civil Engineering
2014,1,China,Tianjin University,Department of Bioenvironmental Systems Engineering
2014,2,China,Beijing Normal University,Department of Chinese Literature
2014,1,China,Zhejiang Univeristy,Department of Finance
2014,1,China,Fudan University,Department of Political Science
2014,1,China,Fudan University,Department of Political Science
2014,1,China,Peking University,Department of International Business
2014,1,China,Tsinghua University,Department of Bio-Industry Communication and Development
2014,1,China,Xi'an Jiaotong University,Department of Physics
2014,1,China,Tianjin University,Department of Economics
2014,1,China,Lanzhou University,Department of History
2014,1,China,Peking University,Department of Anthropology
2014,1,China,Fudan University,Department of International Business
2014,1,China,Sun Yat-sen University,Department of International Business
2014,1,China,Tsinghua University,Department of International Business
2014,1,China,Sun Yat-sen University,Department of Geography
2014,1,China,Shanghai Jiao Tong University,Department of Business Administration
2014,1,China,Peking University,Department of Economics
2014,1,China,Shandong University,Department of Economics
2014,1,China,Sichuan University,Department of Political Science
2014,1,China,Lanzhou University,Department of Economics
2014,2,China,Tsinghua University,Department of Business Administration
2014,1,China,Peking University,Department of Psychology
2014,1,China,Peking University,Department of Finance
2014,1,China,Renmin University of China,Department of Foreign Languages and Literatures
2014,1,China,Peking University,Department of Economics
2014,1,China,Nankai University,Department of Political Science
2014,1,China,Nanjing University,Department of History
2014,1,New Zealand,Victoria University of Wellington,Department of Bio-industrial Mechatronics Engineering
2014,1,China,Shandong University,Department of Economics
2014,1,China,China Agricultural University,Department of Biochemical Science and Technology
2014,1,New Zealand,Victoria University of Wellington,Department of Bio-industrial Mechatronics Engineering
2014,2,US,University of California,Department of Materials Science and Engineering
2014,1,China,Fudan University,Department of Agricultural Economics
2014,2,Spain,Complutense University of Madrid,Department of Political Science
2014,2,France,Lille Catholic University,Department of Anthropology
2014,1,US,University of Illinois at Urbana-Champaign (UIUC),Department of Horticultural Science
2014,1,US,University of Illinois at Urbana-Champaign (UIUC),Department of Horticultural Science
2013,1,Australia,The University of New South Wales,Department of Chinese Literature
2013,2,US,North Carolina State University (NC State),Department of Foreign Languages and Literatures
2013,1,Norway,University of Oslo,Department of Foreign Languages and Literatures
2013,2,US,The University of North Carolina at Chapel Hill (UNC),Department of Foreign Languages and Literatures
2013,2,Germany,Ruhr-University Bochum,Department of Foreign Languages and Literatures
2013,2,New Zealand,The University of Auckland,Department of History
2013,1,China,Peking University,Department of History
2013,2,Germany,Humboldt-University Berlin,Department of Political Science
2013,2,Japan,Tohoku University,Department of Physics
2013,2,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Economics
2013,1,US,North Carolina State University (NC State),Department of Economics
2013,2,Germany,TU Dortmund University,Department of Economics
2013,2,Hong Kong,City University of Hong Kong,Department of Social Work
2013,1,US,State University of New York at Albany,Department of Chemical Engineering
2013,2,Canada,University of Ottawa,Department of Chemical Engineering
2013,1,Sweden,Uppsala University,Department of Forestry and Resource Conservation
2013,2,US,University of Oregon,Department of Animal Science and Technology
2013,2,Japan,University of the Ryukyus,Department of Horticultural Science
2013,2,US,University of Hawai‘i at Mānoa (UHM),Department of Horticultural Science
2013,2,Japan,Kyoto University,Department of Veterinary Medicine
2013,1,Australia,The University of New South Wales,Department of Bio-Industry Communication and Development
2013,1,US,State University of New York at Albany,Department of Bio-Industry Communication and Development
2013,1,Israel,Technion-Israel Institute of Technology,Department of Bio-industrial Mechatronics Engineering
2013,1,China,Fudan University,Department of Business Administration
2013,2,Germany,Humboldt-University Berlin,Department of Business Administration
2013,2,US,Temple University,Department of Business Administration
2013,2,Germany,Humboldt-University Berlin,Department of Business Administration
2013,2,Japan,University of the Ryukyus,Department of Business Administration
2013,2,UK,University of Edinburgh,Department of Business Administration
2013,1,US,Temple University,Department of Finance
2013,2,US,University of California,Department of Finance
2013,1,Sweden,Lund University,Department of Finance
2013,1,Australia,The University of Melbourne,Department of Finance
2013,2,Netherlands,University of Groningen,Department of International Business
2013,2,US,University of California,Department of International Business
2013,2,US,University of California,Department of Electrical Engineering
2013,2,Japan,Akita International University,Department of Law
2013,1,Australia,The University of Queensland,Department of Law
2013,1,China,Peking University,Department of Law
2013,2,Germany,Ruhr-University Bochum,Department of Law
2013,2,Canada,University of Toronto,Department of Life Science
2013,2,South Africa,Stellenbosch University,Department of Biochemical Science and Technology
2013,2,US,The University of Oklahoma,Department of Medicine
2013,1,China,Renmin University of China,Department of Philosophy
2013,2,US,University of Hawai‘i at Mānoa (UHM),Department of Finance
2013,1,Germany,University of Hamburg,Department of Geography
2013,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2013,1,South Korea,Seoul National University,Department of Business Administration
2013,2,France,Sorbonne Paris North University,Department of International Business
2013,1,Germany,Humboldt-University Berlin,Department of Chinese Literature
2013,2,UK,University of Sussex,Department of Chinese Literature
2013,1,Germany,University of Bonn,Department of Foreign Languages and Literatures
2013,2,Sweden,Uppsala University,Department of Foreign Languages and Literatures
2013,1,US,State University of New York at Albany,Department of Foreign Languages and Literatures
2013,1,Australia,Griffith University,Department of Foreign Languages and Literatures
2013,1,Germany,University of Tubingen,Department of Foreign Languages and Literatures
2013,1,Germany,University of Tubingen,Department of Foreign Languages and Literatures
2013,2,Singapore,Singapore Management University,Department of Foreign Languages and Literatures
2013,1,US,The University of North Carolina at Chapel Hill (UNC),Department of Foreign Languages and Literatures
2013,2,Japan,Kwansei Gakuin University,Department of Foreign Languages and Literatures
2013,1,Germany,University of Hamburg,Department of Foreign Languages and Literatures
2013,1,Canada,University of Toronto,Department of Foreign Languages and Literatures
2013,2,Spain,Autonomous University of Barcelona,Department of Foreign Languages and Literatures
2013,2,South Korea,Sungkyunkwan University,Department of Foreign Languages and Literatures
2013,2,Chile,Pontificia Universidad Católica de Chile,Department of Foreign Languages and Literatures
2013,2,Germany,University of Hamburg,Department of Foreign Languages and Literatures
2013,1,UK,University of Southampton,Department of Foreign Languages and Literatures
2013,2,US,University of Hawai‘i at Mānoa (UHM),Department of Political Science
2013,2,Germany,University of Bonn,Department of History
2013,1,China,Peking University,Department of History
2013,2,Japan,Keio University,Department of Philosophy
2013,1,China,Peking University,Department of Philosophy
2013,1,US,State University of New York at Albany,Department of Political Science
2013,1,Belgium,Université Libre de Bruxelles,Department of Political Science
2013,2,Germany,Ludwig Maximilian University of Munich,Department of Philosophy
2013,2,Japan,University of the Ryukyus,Department of Anthropology
2013,2,Germany,Technical University of Berlin,Department of Economics
2013,1,China,Peking University,Department of Anthropology
2013,2,Japan,University of Tsukuba,Department of Anthropology
2013,1,China,Renmin University of China,Department of Political Science
2013,1,Czechia,Masaryk University,Department of Library and Information Science
2013,2,Japan,Tokyo Gakugei University,Department of Library and Information Science
2013,1,Hong Kong,The Chinese University of Hong Kong,Department of Library and Information Science
2013,1,Switzerland,University of Bern,Department of Library and Information Science
2013,1,US,State University of New York at Albany,Department of Library and Information Science
2013,2,Japan,Tokyo Gakugei University,Department of Library and Information Science
2013,1,China,Fudan University,Department of Library and Information Science
2013,2,Japan,University of Tsukuba,Department of Library and Information Science
2013,1,Canada,The University of British Columbia (UBC),Department of Library and Information Science
2013,2,Japan,Aoyama Gakuin University,Department of Japanese Language and Literature
2013,2,Japan,Meiji University,Department of Japanese Language and Literature
2013,1,Japan,Doshisha University,Department of Japanese Language and Literature
2013,2,Japan,Meiji University,Department of Japanese Language and Literature
2013,2,Japan,Sophia University,Department of Japanese Language and Literature
2013,1,Japan,Doshisha University,Department of Japanese Language and Literature
2013,2,Japan,Soka University,Department of Japanese Language and Literature
2013,2,Japan,Kansai University,Department of Japanese Language and Literature
2013,2,Japan,Hokkaido University,Department of Japanese Language and Literature
2013,1,Japan,Kanagawa University,Department of Japanese Language and Literature
2013,2,Japan,Soka University,Department of Japanese Language and Literature
2013,2,Japan,Nagasaki University,Department of Japanese Language and Literature
2013,2,Japan,Kyushu University,Department of Japanese Language and Literature
2013,2,Japan,University of Tsukuba,Department of Japanese Language and Literature
2013,2,Japan,Osaka University,Department of Japanese Language and Literature
2013,2,US,The University of Oklahoma,Department of Drama and Theatre
2013,2,Japan,Tokyo Gakugei University,Department of Drama and Theatre
2013,1,China,Peking University,Department of Psychology
2013,2,US,State University of New York at Albany,Department of Physics
2013,1,Australia,The University of Queensland,Department of Chemistry
2013,2,Germany,Karlsruhe Institute of Technology,Department of Psychology
2013,2,France,Sorbonne University ( University Pierre and Marie CURIE ),Department of Psychology
2013,1,Turkey,Koç University,Department of Geosciences
2013,1,Germany,Ulm University,Department of Geography
2013,1,Australia,The University of New South Wales,Department of Geography
2013,1,Germany,RWTH Aachen University,Department of Geography
2013,1,Japan,Doshisha University,Department of Geography
2013,1,Germany,University of Freiburg,Department of Political Science
2013,1,Sweden,Linköping University,Department of Political Science
2013,2,US,State University of New York at Albany,Department of Political Science
2013,1,Hong Kong,The Chinese University of Hong Kong,Department of Political Science
2013,1,Iceland,University of Iceland,Department of Political Science
2013,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Political Science
2013,2,Germany,Ludwig Maximilian University of Munich,Department of Political Science
2013,2,Japan,Tokyo University of Foreign Studies,Department of Political Science
2013,2,Sweden,Linköping University,Department of Political Science
2013,2,Japan,Akita International University,Department of Political Science
2013,2,Japan,Nagasaki University,Department of Political Science
2013,1,China,Harbin Institute of Technology,Department of Political Science
2013,1,Japan,Akita International University,Department of Political Science
2013,1,China,Peking University,Department of Political Science
2013,1,Spain,Autonomous University of Madrid,Department of Political Science
2013,2,Malaysia,University of Malaya,Department of Political Science
2013,1,Japan,Kwansei Gakuin University,Department of Political Science
2013,2,Japan,University of the Ryukyus,Department of Political Science
2013,2,Japan,Osaka University,Department of Economics
2013,1,Hong Kong,The University of Hong Kong,Department of Economics
2013,2,Australia,The University of New South Wales,Department of Economics
2013,2,US,University of Hawai‘i at Mānoa (UHM),Department of Economics
2013,1,China,Beijing Normal University,Department of Economics
2013,2,Japan,Osaka University,Department of Economics
2013,1,China,Shanghai Jiao Tong University,Department of Economics
2013,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Economics
2013,2,Spain,Autonomous University of Barcelona,Department of Foreign Languages and Literatures
2013,1,Singapore,Singapore Management University,Department of Accounting
2013,2,Japan,Nagoya University,Department of Medicine
2013,2,Germany,Technical University of Munich,Department of Medicine
2013,2,Spain,Pompeu Fabra University,Department of Medicine
2013,2,France,École Polytechnique,Department of Medicine
2013,1,US,University of Oregon,Department of Pharmacy
2013,2,US,State University of New York at Albany,Department of Civil Engineering
2013,2,Japan,Akita International University,Department of Civil Engineering
2013,2,Japan,Kanagawa University,Department of Civil Engineering
2013,2,Japan,Tokyo Institute of Technology,Department of Mechanical Engineering
2013,1,Germany,Technical University of Munich,Department of Chemical Engineering
2013,2,Japan,Tokyo Institute of Technology,Department of Chemical Engineering
2013,2,Germany,RWTH Aachen University,Department of Chemical Engineering
2013,2,Germany,Ulm University,Department of Electrical Engineering
2013,1,Latvia,University of Latvia,Department of Engineering Science and Ocean Engineering
2013,1,South Korea,Ewha Womans University,Department of Materials Science and Engineering
2013,2,Japan,Tokyo Gakugei University,Department of Agronomy
2013,2,Japan,Kwansei Gakuin University,Department of Agronomy
2013,2,US,The University of Utah (U of U),Department of Agricultural Chemistry
2013,1,Germany,Technical University of Munich,Department of Forestry and Resource Conservation
2013,1,France,University Jean Moulin - Lyon 3,Department of Animal Science and Technology
2013,1,US,State University of New York at Albany,Department of Veterinary Medicine
2013,1,UK,University of Sussex,Department of Psychology
2013,2,Austria,Johannes Kepler University of Linz,Department of Finance
